Dootrip,Departure,Capacity,In transit,Transported,Status,Load,Origin,Destination,Arrival,Dootrippers,Additional info
Dootrip #000001121 - from Mülheim an der Ruhr (Germany) to Gelsenkirchen (Germany),2019-06-05T10:00:00,4,0,4,Completed,Full,Germany,Germany,2019-06-05T15:00:00, Rhein-Ruhr-Hub,"Abhol. oder Anliefrung; Datum nicht fix, nur zur Erinnerung"
Dootrip #000001122 - from Münster (Germany) to Windhoek (Namibia),2019-05-19T18:15:00,18,0,18,Completed,Full,Germany,Namibia,2019-05-20T18:15:00, Rhein-Ruhr-Hub,via Schiller Gymnasium Münster
Dootrip #000001123 - from Mülheim / Ruhr (Germany) to Swakopmund (Namibia),2019-05-14T05:45:00,6,0,2,Cancelled,Not full,Germany,Namibia,2019-06-03T05:45:00, Bremen-Hub Rhein-Ruhr-Hub,African Vocals
Dootrip #000001124 - from Mülheim / Ruhr (Germany) to Swakopmund (Namibia),2019-05-15T06:00:00,3,0,3,Completed,Full,Germany,Namibia,2019-06-03T06:00:00, Bremen-Hub,African Vocals
Dootrip #000001125 - from Bamberg (Germany) to Kumasi Bechem (Ghana),2019-06-11T16:45:00,3,0,3,Completed,Full,Germany,Ghana,2019-06-12T16:45:00, Rhein-Ruhr-Hub,Martin A.
Dootrip #000001126 - from Freudenberg (Germany) to Kwa-Guqa (South Africa),2019-07-01T18:15:00,21,0,21,Completed,Full,Germany,South Africa,2019-07-15T18:15:00, Rhein-Ruhr-Hub,Reisegruppe Partnerschule
Dootrip #000001127 - from Heidelberg (Germany) to Lima (Peru),2019-11-25T12:15:00,1,0,1,Completed,Full,Germany,Peru,2019-11-26T12:15:00, Rhein-Ruhr-Hub,Lisa G.
Dootrip #000001128 - from Leimen (Germany) to Lomé (Togo),2019-06-05T08:30:00,2,0,2,Completed,Full,Germany,Togo,2019-06-06T08:30:00, Rhein-Ruhr-Hub,Flugpate HeidelbergCement
Dootrip #000001129 - from Leimen (Germany) to Porto-Novo (Benin),2019-06-09T08:30:00,2,0,2,Completed,Full,Germany,Benin,2019-06-30T08:30:00, Rhein-Ruhr-Hub,Flugpate HeidelbergCement via Togo nach Benin
Dootrip #000001130 - from Berlin (Germany) to Mukono (Uganda),2019-08-26T13:30:00,5,0,5,Cancelled,Full,Germany,Uganda,2019-08-27T13:30:00, Rhein-Ruhr-Hub,NSUBUGA HENRY SSUKKA
Dootrip #000001131 - from Bonn (Germany) to Mampong (Ghana),2019-05-21T19:00:00,2,0,2,Completed,Full,Germany,Ghana,2019-05-22T19:00:00, Rhein-Ruhr-Hub,Mavis Durowaa M.
Dootrip #000001132 - from Oberhausen (Germany) to Mampong (Ghana),2019-11-30T08:30:00,23,0,23,Completed,Full,Germany,Ghana,2020-02-29T08:30:00, Rhein-Ruhr-Hub,Mavis Durowaa M. via Ghana Cargo
Dootrip #000001134 - from Hamburg (Germany) to Bushiyi (Uganda),2019-07-21T09:00:00,4,0,3,Completed,Not full,Germany,Uganda,2019-07-21T23:30:00, rotehanna,Vertreter des Freundeskreises Christliche Sozialarbeit in Uganda
Dootrip #000001135 - from Hamburg (Germany) to Mogadischu (Somalia),2019-11-30T19:45:00,34,0,34,Completed,Full,Germany,Somalia,2020-02-29T19:45:00, Rhein-Ruhr-Hub,Container ab Hamburg 
Dootrip #000001136 - from Velbert (Germany) to Bangkok (Thailand),2019-05-28T09:30:00,2,0,2,Completed,Full,Germany,Thailand,2019-05-29T09:30:00, Rhein-Ruhr-Hub,Tobi via Relaystation (Kollege in Bangkok)
Dootrip #000001138 - from Brighton (United Kingdom) to Hoima (Uganda),2019-06-01T08:00:00,3,0,4,Completed,Full,United Kingdom,Uganda,2019-06-02T06:00:00, Kyomuhendo Sylivia,Monica Norley lives in Brighton. Will be leaving to Uganda on June 1st 2019.
Dootrip #000001137 - from Mülheim an der Ruhr (Germany) to Essen (Germany),2019-07-15T17:15:00,10,0,10,Completed,Full,Germany,Germany,2019-07-31T17:15:00, Rhein-Ruhr-Hub,Abholung?
Dootrip #000001139 - from Berlin (Germany) to Njeru (Uganda),2019-08-27T08:30:00,3,0,3,Completed,Full,Germany,Uganda,2019-08-28T08:30:00, Rhein-Ruhr-Hub,Nalwoga Sh.
Dootrip #000001140 - from Hürth (Germany) to Yaoundé (Cameroon),2019-06-28T07:30:00,10,0,10,Completed,Full,Germany,Cameroon,2019-07-01T07:30:00, Rhein-Ruhr-Hub,various traveler via Zanga Zambo
Dootrip #000001141 - from Stade (Germany) to Hamburg (Germany),2019-05-20T17:00:00,3,0,2,Completed,Not full,Germany,Germany,2019-05-20T18:00:00, DanielNeumann,
Dootrip #000001142 - from Villingen Schwennigen (Germany) to Kagera City (Uganda),2019-06-27T08:30:00,3,0,3,Completed,Full,Germany,Uganda,2019-06-28T08:30:00, Rhein-Ruhr-Hub,Rugarabamu Respina Natson
Dootrip #000001143 - from Nymphenburg (Germany) to Goma (Congo (Kinshasa)),2019-06-07T08:30:00,0,0,0,Cancelled,Full,Germany,Congo (Kinshasa),2019-06-08T08:30:00, Rhein-Ruhr-Hub,Abbé Dr. F. Malemo
Dootrip #000001144 - from Brighton (United Kingdom) to Kampala (Uganda),2019-06-01T07:15:00,5,0,0,Pending,Not full,United Kingdom,Uganda,2019-06-02T07:00:00, mnorley,Monica Norley
Dootrip #000001145 - from Mülheim an der Ruhr (Germany) to Essen (Germany),2019-07-31T16:45:00,29,0,29,Completed,Full,Germany,Germany,2019-08-31T16:45:00, Rhein-Ruhr-Hub,Abholung in MH bzw. Außenlager DU
Dootrip #000001146 - from Barcelona (Spain) to Oussouye (Senegal),2019-08-10T16:15:00,10,0,11,Completed,Full,Spain,Senegal,2019-08-10T19:30:00, annafernandezrajal,
Dootrip #000001147 - from Leimen (Germany) to Instanbul (Turkey),2019-06-07T08:30:00,2,0,2,Completed,Full,Germany,Turkey,2019-06-08T08:30:00, Rhein-Ruhr-Hub,Flugpate HeidelbergCement
Dootrip #000001148 - from Salem (Germany) to Dschang (Cameroon),2019-06-30T08:30:00,13,0,13,Completed,Full,Germany,Cameroon,2019-07-01T08:30:00, Rhein-Ruhr-Hub,Andrea G.
Dootrip #000001149 - from madrid (Spain) to Barcelona (Spain),2019-07-07T08:00:00,10,0,0,Completed,Not full,Spain,Spain,2019-07-07T14:00:00, eparpal,Viajera Pilar Velez 678 64 07 47
Dootrip #000001150 - from Bonn (Germany) to Idiofa (Congo (Kinshasa)),2019-06-05T17:30:00,5,0,5,Completed,Full,Germany,Congo (Kinshasa),2019-06-30T17:30:00, Rhein-Ruhr-Hub,Hippolyte Sanduku
Dootrip #000001151 - from Neuss (Germany) to Kyengere (Uganda),2019-07-01T08:30:00,3,0,3,Completed,Full,Germany,Uganda,2019-07-31T08:30:00, Rhein-Ruhr-Hub,Pfarrer Genza via Fr. Freibeuter
Dootrip #000001152 - from Barcelona (Spain) to Bolgatanga (Ghana),2019-07-04T10:45:00,6,0,6,Completed,Full,Spain,Ghana,2019-07-05T10:45:00, Cristina Ros carranza,
Dootrip #000001153 - from Barcelona (Spain) to Bolgatanga (Ghana),2019-07-15T11:00:00,6,0,5,Completed,Not full,Spain,Ghana,2019-07-16T11:00:00, Cristina Ros carranza,
Dootrip #000001154 - from Barcelona (Spain) to Bolgatanga (Ghana),2019-07-26T11:00:00,2,0,2,Completed,Full,Spain,Ghana,2019-07-27T11:00:00, Cristina Ros carranza,
Dootrip #000001155 - from SAN sebastian (Spain) to Bolgatanga (Ghana),2019-08-01T11:00:00,2,0,2,Completed,Full,Spain,Ghana,2019-08-02T11:00:00, Cristina Ros carranza,
Dootrip #000001156 - from New Caney (United States) to Guatemala (Guatemala),2019-06-11T11:30:00,2,0,2,Pending,Full,United States,Guatemala,2019-06-11T14:30:00, Caminando,
Dootrip #000001157 - from Essen (Germany) to Kumasi Bechem (Ghana),2019-07-01T08:30:00,3,0,3,Completed,Full,Germany,Ghana,2019-07-08T08:30:00, Rhein-Ruhr-Hub, Charles H.
Dootrip #000001158 - from Tübingen (Germany) to Mpigi Town (Uganda),2019-06-13T12:15:00,2,0,2,Completed,Full,Germany,Uganda,2019-06-14T12:15:00, Rhein-Ruhr-Hub,Philipp M.
Dootrip #000001159 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2019-06-30T18:15:00,18,0,18,Completed,Full,Germany,Congo (Kinshasa),2019-07-07T18:15:00, Rhein-Ruhr-Hub,Donaly
Dootrip #000001160 - from Eichstätt (Germany) to Mbarara (Uganda),2019-06-26T05:45:00,4,0,4,Completed,Full,Germany,Uganda,2019-06-27T05:45:00, Rhein-Ruhr-Hub,Sr. AKANKWASA PHIONAH 
Dootrip #000001161 - from Mailand (Italy) to Varanasi (India),2019-08-22T08:30:00,8,0,8,Completed,Full,Italy,India,2019-08-24T08:30:00, Rhein-Ruhr-Hub,Michael Sch.
Dootrip #000001119 - from Oberhausen (Germany) to Abidjan (Ivory Coast),2019-07-25T13:00:00,2,0,1,Completed,Not full,Germany,Ivory Coast,2019-07-26T13:00:00, Rhein-Ruhr-Hub,Martin P.
Dootrip #000001162 - from Lauffen (Germany) to Kampala (Uganda),2019-07-26T08:30:00,8,0,8,Completed,Full,Germany,Uganda,2019-07-31T08:30:00, Rhein-Ruhr-Hub,Kai U.
Dootrip #000001112 - from Antequera (Spain) to Bafoussam (Cameroon),2019-08-20T08:30:00,2,0,0,Completed,Not full,Spain,Cameroon,2019-08-20T20:30:00, webdevfoundation,Péguy Neboue
Dootrip #000001133 - from Eichstätt (Germany) to Mbarara (Uganda),2019-07-27T08:30:00,5,0,5,Completed,Full,Germany,Uganda,2019-07-28T08:30:00, Rhein-Ruhr-Hub,Thomas Sch. via Sr. AKANKWASA PHIONAH 
Dootrip #000001163 - from Cornellà de Llobregat (Spain) to Beira (Mozambique),2019-08-19T15:30:00,2,0,1,Completed,Not full,Spain,Mozambique,2019-08-20T12:30:00, Amizade JaM,
Dootrip #000001164 - from Eichstätt (Germany) to to follow (Uganda),2019-06-25T10:15:00,7,0,7,Completed,Full,Germany,Uganda,2019-06-26T10:15:00, Rhein-Ruhr-Hub,Jjuuko jude via Katholische Universität Eichstätt
Dootrip #000001165 - from Quierschied (Germany) to Goma (Congo (Kinshasa)),2019-07-19T08:30:00,9,0,9,Completed,Full,Germany,Congo (Kinshasa),2019-07-31T08:30:00, Rhein-Ruhr-Hub,Gregor H. für Abbé Dr. F. Malemo
Dootrip #000001166 - from Osnabrück (Germany) to Kasese (Uganda),2019-07-16T08:30:00,2,0,2,Completed,Full,Germany,Uganda,2019-07-17T08:30:00, Rhein-Ruhr-Hub, Andrea T. via Godfrey Baluku
Dootrip #000001167 - from Köln (Germany) to Freetown (Sierra Leone),2019-07-07T08:30:00,2,0,2,Completed,Full,Germany,Sierra Leone,2019-08-08T08:30:00, Rhein-Ruhr-Hub,NN via Cap Anamur / Deutsche Not-Ärzte
Dootrip #000001168 - from Barcelona (Spain) to Ada Foah (Ghana),2019-07-22T19:45:00,10,0,10,Completed,Full,Spain,Ghana,2019-07-23T04:45:00, Celia Fernandez,"Pol VillalViva Ornat, Carlos Navarro Paredes, Angel Mari Albert"
Dootrip #000001169 - from Brüttisellen / Wallisellen / Kloten (Switzerland) to Cebu City (Philippines),2019-07-20T13:00:00,4,0,0,Cancelled,Not full,Switzerland,Philippines,2019-07-21T17:00:00, himder,
Dootrip #000001170 - from Bochum (Germany) to Mpigi Town (Uganda),2019-08-01T04:30:00,13,0,13,Completed,Full,Germany,Uganda,2019-08-31T04:30:00, Rhein-Ruhr-Hub,Maike St. via Zaharah Nabirye
Dootrip #000001092 - from Barcelona (Spain) to Athens (Greece),2019-07-15T00:15:00,4,0,4,Completed,Full,Spain,Greece,2019-07-15T05:15:00, Marta Casas,
Dootrip #000001171 - from Tarragona (Spain) to Taleri (Georgia),2019-07-19T08:45:00,9,0,9,Completed,Full,Spain,Georgia,2019-07-26T14:00:00, teamgocharliego@gmail.com,"Carles Aliagas, Carles Barbera, Carles Garcia-Barroso, Eduard Elias"
Dootrip #000001172 - from Berlin (Germany) to Kasese (Uganda),2019-08-13T08:30:00,1,0,1,Completed,Full,Germany,Uganda,2019-08-14T08:30:00, Rhein-Ruhr-Hub,Noemi F. via Godfrey Baluku
Dootrip #000001173 - from New Jersey (142 sixth St Elisabeth NJ) (United States) to Lomé (Avepozo) (Togo),2019-09-30T13:30:00,308,0,2,Completed,Not full,United States,Togo,2019-10-30T13:30:00, Association Ecole Avenir Sûr,lE NOM DU VOYAGEUR EST: Joseph ATTIOGBE; Son NUM DE Téléphone est: USA: 9732624455
Dootrip #000001174 - from Oberhausen (Germany) to Akim Krobo (Ghana),2019-11-30T18:30:00,30,0,30,Completed,Full,Germany,Ghana,2020-02-29T18:30:00, Rhein-Ruhr-Hub,via Ghana Cargo
Dootrip #000001175 - from München (Germany) to Kathmandu (Nepal),2019-09-01T19:30:00,14,0,14,Completed,Full,Germany,Nepal,2019-09-01T19:30:00, jprisab,
Dootrip #000001176 - from Sant Cugat del Vallès (Spain) to Delhi (India),2019-07-11T05:45:00,1,0,1,Completed,Full,Spain,India,2019-12-02T04:15:00, tonpessarrodona,
Dootrip #000001177 - from Barcelona (Spain) to Arusha (Tanzania),2019-08-14T21:00:00,2,0,0,Completed,Not full,Spain,Tanzania,2019-08-15T21:00:00, laura_lahoz,
Dootrip #000001179 - from Unterhaching (Germany) to Damaskus (Syria),2019-07-09T15:00:00,9,0,9,Completed,Full,Germany,Syria,2019-08-20T12:00:00, Frank,korbgemeinschaft
Dootrip #000001180 - from Frankfurt Main (Germany) to Lesbos (Greece),2019-07-13T18:00:00,2,0,2,Completed,Full,Germany,Greece,2019-07-14T18:00:00, Rhein-Ruhr-Hub,2 Personen / Lars Hendrik W.
Dootrip #000001181 - from Barcelona (Spain) to Sawla (Ghana),2019-07-18T11:00:00,10,0,2,Completed,Not full,Spain,Ghana,2019-07-19T11:00:00, Banasco,
Dootrip #000001182 - from Darmstadt (Germany) to Wotara (Ethiopia),2019-09-30T16:15:00,20,0,20,Completed,Full,Germany,Ethiopia,2019-12-31T16:15:00, Rhein-Ruhr-Hub,Container
Dootrip #000001183 - from Heidelberg (Germany) to Victoria Falls (Zimbabwe),2019-09-15T08:30:00,4,0,4,Completed,Full,Germany,Zimbabwe,2019-09-16T08:30:00, Rhein-Ruhr-Hub,2 Flugpaten. via Fr. Edler
Dootrip #000001184 - from Dresden (Germany) to Kasese (Uganda),2019-08-11T08:30:00,3,0,3,Completed,Full,Germany,Uganda,2019-08-12T08:30:00, Rhein-Ruhr-Hub,Paula W. via Godfrey Baluku
Dootrip #000001185 - from Waltenhofen (Germany) to Kasese (Uganda),2019-08-11T08:30:00,3,0,3,Completed,Full,Germany,Uganda,2019-08-12T08:30:00, Rhein-Ruhr-Hub,Eva G. via Godfrey Baluku
Dootrip #000001187 - from Oberhausen (Germany) to Manso Amenfi (Ghana),2020-02-29T08:30:00,50,0,50,Completed,Full,Germany,Ghana,2020-09-30T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001188 - from Oberhausen (Germany) to Gomoa Kokofu (Ghana),2020-06-30T08:30:00,40,0,40,Completed,Full,Germany,Ghana,2020-09-30T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001189 - from Oberhausen (Germany) to Kojokrom Sekondi (Ghana),2020-01-31T08:30:00,30,0,30,Completed,Full,Germany,Ghana,2020-10-31T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001190 - from Oberhausen (Germany) to Odumase (Ghana),2020-06-30T08:30:00,25,0,25,Completed,Full,Germany,Ghana,2020-10-31T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001191 - from Oberhausen (Germany) to Gomoa Potsin (Ghana),2019-12-31T08:30:00,45,0,45,Completed,Full,Germany,Ghana,2020-05-31T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001192 - from Oberhausen (Germany) to Ketan Sekondi (Ghana),2019-11-30T08:30:00,18,0,18,Completed,Full,Germany,Ghana,2020-03-31T08:30:00, Rhein-Ruhr-Hub,Container Ghana Cargo via Hr. Hossou
Dootrip #000001193 - from Duisburg (Germany) to Kampala (Uganda),2019-08-03T08:30:00,5,0,5,Completed,Full,Germany,Uganda,2019-08-04T08:30:00, Rhein-Ruhr-Hub,Maja F.
Dootrip #000001194 - from Brilon (Germany) to Mwanza (Tanzania),2019-08-15T18:15:00,3,0,3,Completed,Full,Germany,Tanzania,2019-08-16T18:15:00, Rhein-Ruhr-Hub,Betina Sch.-M.
Dootrip #000001195 - from Califonia (United States) to Kasese (Uganda),2019-08-13T21:00:00,4,0,0,Completed,Not full,United States,Uganda,2019-08-15T22:45:00, YESI Africa,Cleave Masereka
Dootrip #000001196 - from barcelona (Spain) to Antsirabe (Madagascar),2019-08-04T11:45:00,1,0,0,Completed,Not full,Spain,Madagascar,2019-08-04T22:00:00, eparpal,mcduranroca@gmail.com
Dootrip #000001197 - from Marburg (Germany) to Kumasi Bechem (Ghana),2019-08-05T08:30:00,3,0,3,Completed,Full,Germany,Ghana,2019-08-06T08:30:00, Rhein-Ruhr-Hub,Gifty Nyame Tabiri
Dootrip #000001198 - from Düsseldorf (Germany) to La Trinidad de Alajuela (Costa Rica),2019-08-22T15:30:00,20,0,20,Completed,Full,Germany,Costa Rica,2019-09-04T15:30:00, Rhein-Ruhr-Hub,Delegation Deutsches Rotes Kreuz
Dootrip #000001199 - from München (Germany) to Dar Es Salaam (Tanzania),2019-10-27T14:30:00,5,0,5,Completed,Full,Germany,Tanzania,2019-10-31T14:30:00, Rhein-Ruhr-Hub jprisab,Elke D. (via BMW)
Dootrip #000001200 - from München (Germany) to Dar Es Salaam (Tanzania),2019-11-01T08:30:00,5,0,5,Completed,Full,Germany,Tanzania,2019-11-30T08:30:00, Rhein-Ruhr-Hub jprisab,Reisegruppe via Elke D. (via BMW)
Dootrip #000001201 - from Delmenhorst (Germany) to Nakivale (Uganda),2019-08-27T06:00:00,6,0,6,Completed,Full,Germany,Uganda,2019-08-27T23:45:00, Frank Hamberg,Hildburg Innecken
Dootrip #000001202 - from Steinheim Murr (Germany) to Kathmandu (Nepal),2019-08-09T15:15:00,6,0,6,Completed,Full,Germany,Nepal,2019-08-10T15:15:00, Rhein-Ruhr-Hub,Reisegruppe
Dootrip #000001203 - from Mülheim an der Ruhr (Germany) to Kinshasa (Congo (Kinshasa)),2019-08-03T08:30:00,5,0,5,Completed,Full,Germany,Congo (Kinshasa),2019-08-06T08:30:00, Rhein-Ruhr-Hub,Hr. Malungu
Dootrip #000001204 - from München (Germany) to Talata (Madagascar),2019-09-02T06:15:00,1,0,4,Completed,Full,Germany,Madagascar,2019-11-03T12:15:00, Frank,"Eva Kopp, supported by Heimer Klaus"
Dootrip #000001205 - from Vilshofen (Germany) to Mpigi Town (Uganda),2019-08-13T18:45:00,2,0,2,Completed,Full,Germany,Uganda,2019-08-14T18:45:00, Rhein-Ruhr-Hub,Lukas Sch.
Dootrip #000001206 - from Magdeburg (Germany) to Luganga (Tanzania),2019-09-15T14:00:00,2,0,2,Completed,Full,Germany,Tanzania,2019-09-16T14:00:00, Rhein-Ruhr-Hub,"Heidi W., IoG Magdeburg"
Dootrip #000001207 - from Bielefeld (Germany) to Mwanza (Tanzania),2019-09-25T07:30:00,4,0,4,Completed,Full,Germany,Tanzania,2019-09-26T07:30:00, Rhein-Ruhr-Hub,Silvanus Remigius M.
Dootrip #000001208 - from Kiel (Germany) to Akwatia (Ghana),2019-09-07T09:30:00,6,0,0,Cancelled,Not full,Germany,Ghana,2019-10-01T09:30:00, richmond.narh,Richmond N. T. / Ghana Cargo
Dootrip #000001209 - from Koblenz (Germany) to Adakpamé Lome (Togo),2020-03-01T08:30:00,5,0,5,Completed,Full,Germany,Togo,2020-03-31T07:30:00, Rhein-Ruhr-Hub,Marcel A.
Dootrip #000001210 - from Windeck (Germany) to Wat (Thailand),2019-08-23T08:30:00,2,0,2,Completed,Full,Germany,Thailand,2019-08-24T08:30:00, Rhein-Ruhr-Hub,Georg V. via Hr. Juda
Dootrip #000001211 - from Neuss (Germany) to Gitaramuka (Burundi),2019-09-06T13:00:00,6,0,6,Completed,Full,Germany,Burundi,2019-09-13T13:00:00, Rhein-Ruhr-Hub,via Fr. Deselaers
Dootrip #000001212 - from Berlin (Germany) to Kampala (Uganda),2019-08-24T18:00:00,6,0,6,Completed,Full,Germany,Uganda,2019-08-25T18:00:00, Rhein-Ruhr-Hub,Florian N. via Mawa Zacharia
Dootrip #000001213 - from Düsseldorf (Germany) to Ville de Bukavu (Congo (Kinshasa)),2019-09-13T14:30:00,8,0,8,Completed,Full,Germany,Congo (Kinshasa),2019-09-14T14:30:00, Rhein-Ruhr-Hub,J.H.R. via L-h-l.org
Dootrip #000001214 - from Gummersbach (Germany) to Kampala (Uganda),2019-08-28T08:30:00,2,0,2,Completed,Full,Germany,Uganda,2019-08-29T08:30:00, Rhein-Ruhr-Hub,Visitors at Martin B.
Dootrip #000001215 - from Aalen (Germany) to Nyenga (Uganda),2019-09-07T17:15:00,5,0,5,Completed,Full,Germany,Uganda,2019-09-08T17:15:00, Rhein-Ruhr-Hub,Rev Father  Pius Nnunda
"Dootrip #000001216 - from Stuttgart (Germany) to Kanyanya Parish, Kawempe Division (Uganda)",2019-08-22T09:45:00,4,0,4,Completed,Full,Germany,Uganda,2019-08-29T09:45:00, Rhein-Ruhr-Hub,"Daniel O., STAY FOUNDATION"
Dootrip #000001218 - from Antanarivo (Madagascar) to Talata (Madagascar),2019-11-01T15:00:00,1,0,1,Completed,Full,Madagascar,Madagascar,2019-11-02T12:00:00, Frank,"Eva Kopp, supported by Heimer Klaus"
Dootrip #000001219 - from New Caney (United States) to Guatemala City (Guatemala),2019-08-15T06:45:00,2,0,2,Completed,Full,United States,Guatemala,2019-08-15T10:15:00, Caminando,Ron Covey
Dootrip #000001220 - from Hamburg (Germany) to Kasoa (Ghana),2019-09-06T18:30:00,6,0,6,Completed,Full,Germany,Ghana,2019-09-07T18:30:00, DanielNeumann,Sarah Sch. u.a.
Dootrip #000001221 - from Wageningen (Netherlands) to Kampala (Uganda),2019-09-02T18:45:00,6,0,6,Completed,Full,Netherlands,Uganda,2019-09-03T18:45:00, Rhein-Ruhr-Hub,Jamada B. and group (8 persons)
Dootrip #000001217 - from Münster (Germany) to Accra (Ghana),2019-10-26T17:45:00,3,0,3,Completed,Full,Germany,Ghana,2019-11-09T17:45:00, Rhein-Ruhr-Hub,Frank Sam via Frau Puller
Dootrip #000001222 - from Frankfurt Main (Germany) to Kumasi Bechem (Ghana),2019-08-30T08:30:00,3,0,3,Completed,Full,Germany,Ghana,2019-08-31T08:30:00, Rhein-Ruhr-Hub,Anne B.
Dootrip #000001223 - from Mülheim an der Ruhr (Germany) to Limete Kinshasa (Congo (Kinshasa)),2019-08-30T16:00:00,13,0,13,Completed,Full,Germany,Congo (Kinshasa),2019-10-31T16:00:00, Rhein-Ruhr-Hub,per Auto und Schiffracht / Hr. Malungu
Dootrip #000001224 - from Mülheim an der Ruhr (Germany) to Luanda (Angola),2019-09-30T16:00:00,10,0,10,Completed,Full,Germany,Angola,2019-11-30T16:00:00, Rhein-Ruhr-Hub,Frachtversand via Hr. Malungu
Dootrip #000001226 - from Berlin (Germany) to Kasese Municipality (Uganda),2019-09-27T19:30:00,2,0,2,Completed,Full,Germany,Uganda,2019-09-28T19:30:00, Rhein-Ruhr-Hub,Annette G.
Dootrip #000001227 - from New York (United States) to Chililabombwe (Zambia),2019-09-01T23:30:00,2,0,0,Cancelled,Not full,United States,Zambia,2019-09-01T23:30:00,Tree 4 Life,
Dootrip #000001228 - from Simmerath (Germany) to Kumasi (Ghana),2019-11-12T13:45:00,16,0,16,Completed,Full,Germany,Ghana,2019-11-13T13:45:00, Rhein-Ruhr-Hub,Reisegruppe 6 Personen
Dootrip #000001229 - from München (Germany) to Larache (Morocco),2019-10-01T11:00:00,10,0,10,Completed,Full,Germany,Morocco,2019-10-13T11:00:00, Rhein-Ruhr-Hub jprisab alitronics jfdzar,Elektroauto-Rallye nach Marokko
Dootrip #000001230 - from Henstedt-Ulzburg (Germany) to Larache (Morocco),2019-10-01T08:30:00,4,0,4,Completed,Full,Germany,Morocco,2019-10-13T08:30:00, Rhein-Ruhr-Hub,Elektroauto-Rallye nach Marokko
Dootrip #000001231 - from Oberhausen (Germany) to Kade (Ghana),2019-12-01T13:30:00,20,0,20,Completed,Full,Germany,Ghana,2020-03-31T13:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001232 - from Oberhausen (Germany) to Kumawu Woraso (Ghana),2019-10-31T18:00:00,12,0,12,Completed,Full,Germany,Ghana,2020-01-31T18:00:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001233 - from Oberhausen (Germany) to Kumawu Woraso (Ghana),2019-10-31T08:30:00,12,0,12,Completed,Full,Germany,Ghana,2020-01-31T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001234 - from Oberhausen (Germany) to Kumawu (Ghana),2020-02-29T08:30:00,12,0,12,Completed,Full,Germany,Ghana,2020-04-15T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
Dootrip #000001235 - from Oberhausen (Germany) to Kumawu (Ghana),2019-11-30T08:30:00,12,0,12,Completed,Full,Germany,Ghana,2020-03-31T08:30:00, Rhein-Ruhr-Hub,Container via Ghana Cargo
